filename,prompt,reasoning_trace,predicted_value
P-weight-image54_blur_low.jpg,W01,"The red-marked object is a small blue electric hot glue gun. Based on common items of this size and material (plastic and simple internal components), its weight typically falls in the range of 150 to 250 grams.",200.0
P-angle-image28.jpg,A01,"The marked incline angle is between the black bar and the horizontal ground. Estimating from the visual slope, the bar descends roughly 1 unit vertically for every 3 units horizontally, which corresponds to an angle of arctan(1/3) ≈ 18.4 degrees. Visually, it looks close to 18-20 degrees.",18.5
P-fit-image34-pov2_blur_high.jpg,Will the potatos fit inside the plastic bag?,"The pile of potatoes covers an area roughly comparable to the dimensions of the plastic bag when flat. Plastic bags expand in three dimensions when filled, typically meaning they can hold items that match their flat profile reasonably well if the items aren't excessively tall, though a pile this large might be a tight fit. Given the bag's visible surface area looks slightly larger than the area of the potatoes, it is plausible they will fit.",True
P-weight-image60_blur_med.jpg,W03,The red-marked object is a standard small cardboard box designed for a mug. Empty cardboard boxes of this size typically weigh between 50 and 120 grams depending on the thickness of the material.,90.0
P-angle-image37_blur_med.jpg,A01,"The green board is leaning against a vertical wall at a steep angle. Estimating from its orientation relative to the horizontal floor, it appears to be approximately 60 degrees from the horizontal.",60.0
V-angle-image40.jpg,A03,"The marked angle is between the floor and the leaning wooden plank. Looking at its orientation, it appears to be a reasonably steep angle, estimated to be around 65 degrees.",65.0
V-fit-image26_blur_high.jpg,F06,"The red-marked pinecone is a rigid object that cannot be significantly deformed (folded or bent) without destroying it. Visually, its length is comparable to the blue-marked glasses case, but its girth is quite substantial relative to the case's depth. Given its size and inability to bend, it appears unlikely to fit inside completely such that the case could close.",False
P-angle-image23_blur_high.jpg,A01,"The marked angle is between the leaning board and the horizontal ground. Based on visual estimation, the angle is fairly steep, likely in the range of 60 to 65 degrees.",62.0
V-weight-image35.jpg,W01,"The object is a typical household microwave oven. Microwaves of this size usually weigh between 10 kg and 15 kg. Estimating a standard weight of around 12,000 grams.",12000.0
V-fit-image18_blur_low.jpg,F01,"The small square object (marked in red) is significantly smaller in width and length than the basin of the pineapple-shaped dish (marked in blue). Therefore, it should easily fit inside.",True
P-weight-image2.jpg,W03,"The object is a stainless steel vacuum-insulated water bottle, which typically weighs between 300 and 600 grams when empty, depending on its capacity and wall thickness.",450.0
P-weight-image31.jpg,W01,"The object is a small terracotta pot with soil and a small plant. A typical 4-inch terracotta pot weighs roughly 250-300g empty. With soil filling most of it, which weighs roughly 1.2-1.6 g/cm3, the total weight for a pot this size generally falls in the 600-900 gram range depending on moisture content and soil type.",750.0
V-angle-image70-pov2.jpg,A03,"The marked angle is between the bottom edge of the blue-patterned board and the horizontal floor. Observing its inclination, it appears to be roughly halfway between flat (0°) and 90°, but slightly closer to the horizontal, leading to an estimate around 35-40 degrees.",35.0
P-weight-image45.jpg,W01,The red-marked object is a standard metal-framed chair with wooden slats. Typical weights for such robust garden or patio chairs range from 6 kg to 9 kg (6000 to 9000 grams). I will estimate its weight to be approximately 7500 grams.,7500.0
M-stability-image23.jpg,S02,"The object is a pipe resting on a laundry basket. Its center of mass is located roughly at its geometric middle. To fall, the center of mass must move beyond the edges of the supporting basket top. Currently, the pipe's center seems quite close to the left edge of the basket's top surface. Moving it further to the left (about a small distance) would shift the center of gravity beyond the support edge, causing it to tip and fall.",3.0
P-stability-image11_blur_high.jpg,S05,"The chair is centered on the table with its legs securely resting on the table surface. Based on visual estimation, there is a clear space of about 15-20cm from the nearest leg to the table's forward edge.",15.0
V-angle-image51.jpg,A03,"The marked angle is between the floor and the book leaning against the wall. The book is tilted, creating an interior angle that is significantly more than 45 degrees but less than 90. Based on visual estimation, it looks to be approximately 65 degrees.",65.0
M-stability-image21_blur_high.jpg,S02,"The laundry basket is positioned with a significant portion hanging over the right edge of the table. Assuming a typical width of 40-50 cm, it appears that roughly 60-70% of its base is still on the table. To tip over, its center of gravity must move past the edge. Based on its current orientation, moving it just a few more centimeters to the right would likely cause it to fall.",5.0
P-angle-image20_blur_med.jpg,A01,"The marked incline angle is between the side of the orange box and the ground. Observing the orientation of the box, it leans at a moderately steep angle relative to the horizontal ground. Estimating from the image, this angle appears to be approximately 65 degrees.",65.0
M-angle-image3.jpg,A03,"The marked angle is between the horizontal reference line and the slanting bar of the equipment. Observing the slope, the angle appears to be approximately 25-30 degrees. Using a visual estimation based on standard angles, it looks fairly close to 25 degrees.",25.0
P-stability-image19.jpg,S02,"The pen is partially overhanging the edge. Its center of gravity appears to be quite close to the edge already. Moving it leftwards by a small distance would shift its center of gravity beyond the supporting surface, causing it to tip and fall.",1.0
P-stability-image11_blur_med.jpg,S05,"The chair's legs are positioned several centimeters from the edge of the table. Based on visual estimation of the leg thickness and the distance to the nearest edge, it appears it can safely be moved approximately 10 cm before becoming unstable.",10.0
P-liquid_volume-image71-pov2_blur_low.jpg,L02,"The container is a typical pump-top lotion bottle. Comparing its size to common objects like standard lotion packaging, it appears to have a full capacity of approximately 400 mL.",400.0
P-liquid_volume-image72.jpg,L02,"The container appears to be a standard-sized glass mug. Based on its dimensions relative to the surrounding objects like the laptop sleeve and the water bottle, its capacity is typical for a coffee mug or beverage glass, which is usually around 300-400 mL.",350.0
M-fit-image7_blur_low.jpg,F07,"The red-marked object is a long, narrow strip. Its width appears to be smaller than both dimensions of the blue-marked opening. Therefore, it can easily fit through either by passing it flat-on if its width is smaller, or by folding/rolling it if necessary, though typical orientation suggests it would fit directly side-ways.",True
M-fit-image10-pov3.jpg,F07,"The red-marked object is a flat, thin, flexible sheet. While its current width and height exceed the opening's diameter, it can be tightly rolled into a small cylindrical shape. This roll would then easily fit through the blue-marked opening, including the narrower hole at the bottom of the funnel.",True
V-weight-image47.jpg,W01,"The marked object is a solid wooden staff or stick. Based on its typical dimensions (approximately 80-100cm long and 2-3cm thick) and material density (dense wood), a reasonable estimated weight would be in the range of 400-600 grams.",500.0
M-angle-image6_blur_med.jpg,A01,"The marked angle is between a horizontal reference line and a tilted segment. From visual estimation, the angle between the reference and the inclined segment is slightly greater than 90 degrees, or around 95-105 degrees if measured from one side. In common parlance, an 'incline' might refer to the angle from the horizon, which looks to be roughly 100 degrees here.",100.0
P-weight-image57.jpg,W01,"The marked object is a compact, folded umbrella. Most umbrellas of this style weigh between 250 and 500 grams. Based on its size relative to the other items on the chair, 350 grams is a reasonable estimate.",350.0
V-weight-image55.jpg,W01,"The red-marked object is a large, rectangular mirror with a patterned frame. Based on its size, likely around 120-150 cm in height and 40-60 cm in width, it is typical for such decorative mirrors to weigh between 5 kg and 10 kg depending on the frame's material and thickness.",7500.0
P-liquid_volume-image21_blur_med.jpg,L06,"The container in the red box appears to be a standard-sized fragrance or cologne bottle. Typical sizes for such containers are 50mL or 100mL. Based on its dimensions relative to the dish soap bottle next to it, 100mL is a common capacity for a container of this size.",100.0
V-angle-image34_blur_high.jpg,A03,"The marked angle is between the book and the ground. Based on visual estimation, the angle appears to be approximately 45 degrees as it looks like a mid-range slope between perfectly horizontal and perfectly vertical.",45.0
V-fit-image21.jpg,F02,"The width of the green chair's seat and its leg span are visibly larger than the top diameter of the woven basket. Even if oriented vertically, the overall width of the chair frame exceeds the container's opening.",False
P-weight-image66.jpg,W01,"The red-marked object contains 12 individual shoes (6 pairs). On average, a standard adult shoe weighs between 300g and 500g. Assuming an average weight of roughly 375g per shoe, the total weight for 12 shoes is calculated as 12 * 375g = 4500g.",4500.0
P-angle-image37_blur_low.jpg,A01,"The green board is leaning at a steep angle against the wall. Visually, the angle between the board and the flat ground appears to be significantly more than 45 degrees, estimated at around 60 degrees.",60.0
V-weight-image57.jpg,W01,"The red-marked object is a small round stool with thin metal hairpin legs and a woven top. These stools typically weigh between 2.5 kg and 4.5 kg, depending on the thickness of the metal and the frame inside the woven part. A reasonable estimate is around 3500 grams.",3500.0
B-angle-image20.jpg,A01,"The marked incline angle is formed between a horizontal reference line and the lower edge of the tilted security camera. Based on visual estimation, the angle is slightly less than 30 degrees from the horizontal, approximately 25-30 degrees.",25.0
V-angle-image48.jpg,A03,"The marked angle is between the front rail of the ladder and the floor. Based on common safety orientations for ladders (often around 75 degrees) and visual estimation from the image where vertical is 90 degrees, the ladder forms a steep angle with the floor, estimated to be around 70 degrees.",70.0
P-liquid_volume-image69.jpg,L02,"The container is a standard large water jug often used with water coolers. These typically have a capacity of 5 US gallons, which is approximately 18.9 liters or 18900 mL.",18900.0
P-fit-image1.jpg,F01,The red-marked object (a large poker case) is significantly larger in all dimensions than the blue-marked container (a standard-sized water bottle). It is physically impossible to fit the case inside the bottle.,False
V-weight-image46.jpg,W01,"The object is a rectangular seat cushion covered in fabric and likely filled with foam. Based on its size (estimated roughly 40x40 cm) and the typical density of cushion materials, its weight is expected to be within the range of 500 to 1000 grams.",650.0
P-weight-image48.jpg,W01,"The object is a single Crocs-style sandal. Based on standard weights for this type of lightweight EVA foam footwear, a single sandal typically weighs between 150 and 200 grams.",175.0
P-weight-image77.jpg,Estimate the weight of the sugar in the box in the red marked area.,"The container appears to be a standard kitchen storage jar, estimated to have a volume of approximately 500-700ml. It is filled to roughly two-thirds of its capacity with sugar. Given the typical density of sugar (approx. 0.85 g/ml), the weight is estimated to be around 400 grams.",400.0
V-angle-image66_blur_high.jpg,A03,The marked point is located at the corner of a rectangular chalkboard. Standard corners for such items are designed at a 90-degree angle.,90.0
V-weight-image43_blur_low.jpg,W01,"The marked object is a wooden item, possibly a handle or decorative piece. Based on its apparent dimensions (length approximately 25-30 cm) and the typical density of wood, it likely weighs several hundred grams. I'll estimate its weight based on typical items of this size and material.",250.0
M-fit-image8-pov2.jpg,F07,"The red-marked object is a thin, flexible rubber band or strip. The blue-marked opening contains a significant gap between the sculpted hands. Given the object's flexibility, it can be easily folded or rolled to fit through the space available in the target area.",True
P-angle-image17_blur_med.jpg,A01,"The marked incline refers to the slanted wooden plank resting on the bucket. Based on its visual orientation relative to the horizontal ground, the angle is estimated to be approximately 40 degrees.",40.0
V-weight-image78.jpg,W01,"The object is an automatic voltage stabilizer with a capacity of 2 KVA. These devices typically contain a heavy iron-core transformer. For a 2 KVA model, typical weights range between 3.5 kg and 7 kg. Based on its compact size, we'll estimate it on the lower-middle end of that range.",4500.0
P-weight-image79.jpg,W04,"The red-marked object consists of a shallow black lid filled with cardamom pods. Cardamom pods are very light, typically weighing around 0.1 to 0.2 grams each. There appear to be roughly 50-70 pods in the lid, amounting to approximately 5-10 grams of contents. The plastic lid itself likely weighs between 5-10 grams. Therefore, a combined estimate for the lid and its contents is roughly 15 grams.",15.0
P-liquid_volume-image58.jpg,L02,"The container is a slim glass bottle. Based on its size compared to the average bowl nearby, it likely has a capacity common for glass bottles of this shape, which is approximately 500 mL.",500.0
P-weight-image64.jpg,W01,"The red-marked object is a standard CO2 fire extinguisher. A common portable size for these is around 2kg to 4.5kg of contents, resulting in a gross weight (including the metal cylinder and fittings) typically between 5,000g and 12,000g. Based on its scale relative to other common indoor objects, it appears to be roughly in the 7kg-8kg range.",8000.0
P-liquid_volume-image34.jpg,L02,"The container is a typical-sized sports water bottle. Based on its size relative to common items like the poker set and playing cards, it appears to have a full capacity similar to standard 750-800 mL bottles.",750.0
P-liquid_volume-image38_blur_high.jpg,L02,"The container appears to be a large insulated water bottle, common sizes for which are typically around 1 liter (1000 mL) to 1.2 liters (1200 mL). Based on its proportions relative to the items nearby, it is estimated to have a capacity of approximately 1100 mL.",1100.0
P-liquid_volume-image46_blur_high.jpg,L01,"The container appears to be a plastic beaker filled to approximately half of its capacity. Based on the size of the beaker relative to the person's hand, it is likely a 400-500mL beaker. Half-filled would suggest a volume around 200-250 mL. Considering the markings shown, let's estimate 200 mL.",200.0
P-stability-image10_blur_med.jpg,S03,"The sliding of an object down an inclined plane typically begins when the angle of inclination reaches the angle of friction, where the tangent of the angle equals the coefficient of static friction. For typical materials like wood or common plastics, this angle is often in the range of 25 to 35 degrees.",30.0
P-liquid_volume-image10_blur_low.jpg,L02,"The marked container is a small clear glass bowl. Based on its size relative to typical kitchenware and the nearby bottle, a standard small prep bowl of this shape usually has a capacity between 250mL and 450mL. Estimating visually, it appears to be around 350mL.",350.0
V-angle-image66-pov2.jpg,A03,The marked point is located at the corner of the green board's metal frame. Rectangular frames of this type typically meet at right angles (90 degrees).,90.0
P-angle-image34.jpg,A01,"The marked incline angle is formed between the horizontal reference line and the surface of the green sit-up bench. Visually, this angle is relatively small, estimated to be approximately 12 to 15 degrees.",12.0
M-stability-image8_blur_med.jpg,S02,"The umbrella is placed centrally on the flat surface of the air conditioning unit. To estimate the distance it can move before falling, one must consider the distance to the nearest edge. Typically, an AC unit top is around 30-40 cm deep, and the umbrella is roughly in the middle, leaving approximately 5-10 cm of clearance to either the front or back edge before its center of gravity would tip it over.",5.0
V-weight-image53_blur_med.jpg,W01,"The object is a wooden valet stand or drying rack. Based on its structure with several wooden slats and long support frames, common for such items, a weight estimate of around 3500 grams is reasonable given its likely dimensions and the density of wood.",3500.0
P-weight-image12.jpg,W01,"The object is a coiled bundle of utility rope, roughly similar in size to a standard coffee jar. Typical small bundles of this type of rope weigh between 100 and 300 grams depending on material and length.",200.0
V-fit-image6.jpg,F01,"The red-marked plastic container has a noticeably smaller diameter than the opening of the blue-marked metal pot. Its height also appears to be comparable to or slightly less than the depth of the pot, allowing it to fit inside easily.",True
P-weight-image74.jpg,W01,"The red-marked object is a standard adult city bicycle with common accessories like a front basket, rear rack, and fenders. Typical weights for steel-framed utility bikes of this type range from 15 to 20 kilograms (15,000 to 20,000 grams).",16000.0
M-stability-image16.jpg,S07,"The sheet in the red bounding box is held in place by the weight of the water-filled container in the blue bounding box. Currently, roughly 40-50 mL of water is visible in the container. Given the substantial portion of the sheet hanging off the table, the setup looks to be near its stability limit. Removing a significant portion, roughly half of what is currently there, would likely lead to the sheet tipping over.",25.0
P-liquid_volume-image31.jpg,L02,"The glass bottle is similar in height to the green reusable water bottle (likely 600-750 mL) but it tapers significantly towards the top. Based on typical container sizes and visual comparison, it appears to be approximately 330-400 mL.",330.0
P-weight-image50.jpg,W01,"The marked object is a Kadence ukulele. Typical ukuleles weigh between 400g and 800g depending on their size (soprano, concert, tenor) and materials. A weight of 500g is a standard estimate for a concert-sized acoustic ukulele.",500.0
P-liquid_volume-image73-pov2_blur_high.jpg,L02,"The container appears to be a large mug or vase-like cup. Comparing its height and width with the water bottle (estimated at 500-750mL) and the large pitcher (estimated at 1.5L), it likely holds around 400-600mL. I will estimate it at 500mL.",500.0
P-weight-image71.jpg,W01,"The red-marked object is a 5-step metal household ladder. Typical ladders of this size and material weigh between 5 kg and 9 kg (5000 g to 9000 g) depending on whether they are aluminum or steel. This one appears fairly robust, so an estimate around 7000 grams is reasonable.",7000.0
A-fit-image1_blur_high.jpg,F06,The red-marked object is a flexible cloth and the blue-marked object is a container (likely an eyeglass case). Cloths can be folded or crumpled significantly to fit into small spaces like an eyeglass case.,True
P-liquid_volume-image71-pov2_blur_med.jpg,L02,"The container is a tall pump-action bottle, commonly used for lotions or hand-wash. Its size relative to the nearby water bottle suggests a typical full capacity range for such bottles is between 300mL and 500mL. 400mL is a very common size for this specific shape.",400.0
P-liquid_volume-image73-pov2_blur_med.jpg,L02,"The red-marked container is a stout metal vessel, likely a small pitcher or kalash. Comparing its size to the 1.2-1.5L glass pitcher and the typical 500-750mL water bottle next to it, its full capacity appears to be in the range of 400-600 mL. A standard estimate for such a vessel is around 500 mL.",500.0
P-weight-image1_blur_low.jpg,W01,"The object is a medium-sized, hand-held flashlight, likely made of high-impact plastic. Based on its size relative to the packing tape, a typical weight for such a flashlight, including batteries, is roughly between 150 and 250 grams.",200.0
P-fit-image28_blur_low.jpg,F06,The pile of clothes in the red-marked area is highly deformable and can be folded or compressed to fit into the interior volume of the red bucket.,True
P-angle-image21_blur_high.jpg,A01,"The marked incline is relative to a horizontal reference line. Looking at the tilt of the object and the small angle indicator, the inclination appears to be roughly 60 degrees from horizontal.",60.0
P-liquid_volume-image35_blur_med.jpg,L02,"The container appears to be a standard-sized reusable water bottle. Comparing its length and width to the nearby table tennis paddle (typical length ~25cm), the bottle seems roughly 20-25cm tall, which typically corresponds to a capacity between 500mL and 750mL. 500mL is a very common size for such bottles.",500.0
A-stability-image3.jpg,At what distance from the wall does the base of the bat have to be for it to fall?,"The stability of a leaning object depends on the static friction between its base and the floor. For a standard-sized cricket bat (approximately 85-90 cm long) leaning against a typical wall, sliding usually occurs when the distance of the base from the wall exceeds a critical limit determined by the friction coefficient (typically around 0.3 to 0.5 for tiles). Given visual proportions, at around 65-75 cm, the angle becomes too shallow to be maintained by friction, leading it to fall.",70.0
P-liquid_volume-image28.jpg,L01,"The glass bottle is lying on its side. Based on its size compared to the surrounding items and the depth of the liquid relative to its diameter, the volume is estimated to be approximately 200 mL.",200.0
V-weight-image0.jpg,W04,"The object is a large Bisleri water jug, commonly available in 15 or 20 liter capacities. Based on its height relative to typical door fixtures, it appears to be a 15-20 liter container. It is visibly more than half full, approximately 60-70% full. Assuming it is a 15-20L container roughly two-thirds full, its weight (with water being 1kg/L) would be between 10kg and 14kg. I will estimate it at roughly 13,000 grams.",13000.0
P-angle-image24.jpg,A01,"The marked angle shows the inclination of the suitcase lid relative to the horizontal ground. Visually, the incline is fairly shallow. Using the horizontal reference line and the slanted lid edge, the angle can be estimated. Calculating based on visual proportions, it appears to be approximately 22-25 degrees.",22.0
M-angle-image10.jpg,A01,"The marked incline is between the horizontal reference line and the sloping frame of the enclosure. Visually, the angle is approximately 20 to 30 degrees. Measuring typical design angles for such enclosures often uses standard steps like 20, 25, or 30 degrees. Looking at the rise over run, the angle appears to be around 25 degrees.",25.0
V-weight-image37.jpg,W03,"The red-marked object is a Philips air fryer. Typical empty weights for compact to standard Philips air fryers range from approximately 4,500 grams to 7,000 grams depending on the model.",5000.0
A-fit-image3.jpg,F07,"The red-marked object is a flexible cloth, which can be tightly compressed, folded, and bunched. The blue-marked opening is a ring. Given the cloth's material, it can be drawn through the ring by pulling it bit by bit, as it is highly deformable.",True
P-liquid_volume-image37.jpg,L02,"The container marked in red is a standard-shaped plastic water bottle. Based on its size relative to the common reusable water bottle next to it, which appears to be roughly 1000mL, the standard volume for such a plastic bottle is usually around 500mL.",500.0
B-angle-image1.jpg,A01,"The marked angle is formed between a horizontal reference line and the slanted handle of the trolley. Visually, the angle is larger than 90 degrees if measured from the right side of the handle base, but based on typical incline assessments relative to the reference line indicated by the red arc, it appears to be roughly 55-60 degrees from the vertical or roughly 120-130 degrees interior; however, look closely at the interior arc: it spans between the reference line and the handle. It looks moderately steep, around 55 degrees relative to horizontal in common parlance, but observing the mark, it depicts an angle of approximately 55 degrees between the horizontal and the inclined handle in its specific quadrant.",55.0
V-fit-image16.jpg,F06,"The cleaning cloth is highly flexible and can be easily folded or compressed. Its volume, when scrunched up, is small enough to comfortably fit inside the container.",True
M-fit-image18-pov2.jpg,F01,"The red-marked object is a standard battery, and the blue-marked area is its corresponding battery compartment designed specifically for this size battery. Visually, their dimensions match in both length and width.",True
M-fit-image6.jpg,F06,"The blue container is a standard laundry detergent pod container, which has a relatively small volume. The red-marked object is a long, thick garden hose that, even when tightly coiled, would have a volume much larger than the capacity of the container.",False
P-angle-image15_blur_med.jpg,A01,"The marked angle is between a wooden leg and the ground. Estimating from the visual orientation, the leg is steeply inclined, likely between 55 and 65 degrees. Based on standard visuals, 60 degrees appears to be a reasonable estimate for this angle.",60.0
P-weight-image60_blur_high.jpg,W03,"The red-marked object is a standard cardboard mug box. Assuming it is empty, an empty cardboard retail box of this size typically weighs between 50 and 150 grams. A reasonable estimate is around 100 grams.",100.0
P-angle-image9.jpg,A01,"The marked angle is between the ground and the wooden plank. Visually, the plank forms a steep slope relative to the horizontal ground. Estimating based on the positions of its endpoints, the vertical rise is roughly 1.3 times its horizontal span, suggesting an angle between 50 and 55 degrees.",52.0
P-stability-image3.jpg,S10,"The balance is currently down on the left side. The fulcrum is positioned roughly 60% away from the left end. To tip it clockwise, additional weight must be added to the right side (specifically into the empty beaker). Based on visual estimates of typical plywood board weight and beaker positioning, a weight around 50-100 grams should tip the balance.",60.0
V-angle-image68-pov2.jpg,A03,The angle between the painting and the horizontal floor is estimated based on its slight lean away from vertical. Vertically it would be 90 degrees; here it appears to be approximately 75 degrees.,75.0
P-fit-image27-pov2.jpg,F06,"The container is a flexible black fabric bag, likely a shoe bag, which appears wide enough at its opening and deep enough in its main volume to accommodate the pair of sneakers if they are placed inside snugly.",True
P-weight-image71_blur_high.jpg,W01,"The object is a common 5-step folding household ladder. Based on typical materials like aluminum or light steel used for such items, they generally weigh between 4,000g and 9,000g. I will estimate it towards the middle of this range.",6500.0
P-weight-image42.jpg,W03,"The object is a typical corrugated cardboard shipping box. Based on its size relative to the table next to it (approx. 40-50cm tall), it is a medium-sized box, which typically weighs between 500 and 800 grams when empty.",650.0
P-stability-image6_blur_high.jpg,Estimate weight to make the structure fall.,"The board has roughly 40-45% overhang. Given typical density for a medium-sized wooden board (approx. 400-600g), the weight needed on the far side of the overhang center to tip it is usually roughly a third to a half of the board's weight, depending on the exact fulcrum placement. Estimating around 250g to reliably tip based on visual geometry.",250.0
P-liquid_volume-image38_blur_med.jpg,L02,"The container appears to be a large insulated water bottle, common sizes for which range from 1L (1000 mL) to 1.2L (1200 mL). Given its proportions relative to nearby items, it is estimated to have a full capacity around 1100 mL.",1100.0
B-angle-image16.jpg,A01,"The marked incline angle is formed between a horizontal reference line and the leg of the ironing board. Visually, the angle appears steeper than 45 degrees, estimated to be approximately 60 degrees based on its elevation from the horizontal.",60.0
B-weight-image2.jpg,W06,The object is a typical ergonomic office chair with a mesh back and cushioned seat. Such chairs usually weigh between 12 and 18 kilograms. I will estimate it at 15 kilograms.,15000.0
V-fit-image26_blur_low.jpg,F06,"The pinecone is a rigid object that cannot be easily deformed (bent or folded) without breaking it. Comparing its visible dimensions to the glasses case, the pinecone appears to be approximately the same length as the case, but its significant girth and stiffness would likely prevent the container from closing completely. However, strictly speaking of fitting within the space of the open container, it might partially protrude.",False
V-fit-image26_blur_med.jpg,F06,"The pinecone is a rigid object that cannot be folded or bent without being destroyed. Visually, its length appears to be similar to or slightly greater than the internal length of the glass case, and its diameter is significant, which would likely prevent the case from closing completely.",False
P-weight-image24.jpg,W01,"The object is a chair with a metal frame and a woven seat. Typical weights for lightweight outdoor chairs of this style range from 4,000 to 6,000 grams.",5000.0
P-weight-image10.jpg,W01,The red-marked object is a standard-sized roll of brown packing tape. A typically full roll of this type usually weighs between 150 and 250 grams.,200.0
M-stability-image2_blur_low.jpg,S02,"The wooden board is currently balanced with a significant overhang. Based on its length and current position, its center of gravity appears to be quite close to the ledge's edge. Moving it further outward by only a few centimeters would likely cause it to tip over.",4.0
P-liquid_volume-image14.jpg,L02,"The container is a standard insulated reusable water bottle. Typical capacities for bottles of this shape and size range from 500 mL to 750 mL. Given its dimensions relative to the grass and common objects, 500 mL is a frequent standard size.",500.0
P-weight-image65.jpg,W01,"The object is a Kalpex dry powder fire extinguisher. Based on its size and appearance, it appears to be a standard 4kg or 6kg model. A 4kg dry powder extinguisher typically has a total weight of approximately 6,000 to 7,000 grams.",6500.0
M-stability-image15.jpg,S07,"The container in the blue bounding box (a plastic beaker) appears to contain roughly 120-150 mL of water. It is positioned on the inner edge of the green cutting mat (red bounding box), which is significantly overhanging the table. The weight of the water in the beaker is counterbalancing the overhanging weight of the mat to prevent it from tipping. Removing too much water will shift the center of mass towards the overhanging part. Given the visual precariousness, it is estimated that about 80-100 mL can be removed before the mat tips over, assuming it is currently somewhat stable.",85.0
P-fit-image6.jpg,F01,"The poker chips are circular and have a diameter that is visibly smaller than the top opening of the plastic cup. They are also very thin, so multiple chips could easily stack inside.",True
P-weight-image1_blur_high.jpg,W01,"The red-marked object is a standard handheld flashlight. Based on its typical plastic construction and estimated size, its weight including batteries is roughly between 150 and 300 grams.",200.0
V-angle-image22.jpg,A03,"The marked angle is between the diagonal wooden plank and the floor. Based on visual estimation, the plank is leaning at a significant angle, approximately 60 degrees from the ground.",60.0
P-fit-image31-pov2.jpg,Can the salt fit inside the bowl?,"The bowl appears to have a larger internal volume compared to the pile of salt on the plate, which is spread out in a shallow cone.",True
P-liquid_volume-image10_blur_med.jpg,L02,"The container is a small glass bowl. Typical capacities for such bowls range from 250 mL to 400 mL. Comparing it to the nearby bottle, which looks like a standard 500-750 mL bottle, a value in the lower middle range seems reasonable.",300.0
V-weight-image54.jpg,W04,"The red-marked object contains two items that appear to be foam yoga blocks. Standard foam yoga blocks weigh between 100g and 250g each. Estimating each at approximately 150g, the total weight for both blocks would be around 300g.",300.0
P-fit-image28.jpg,F06,"The red-marked object is a pile of clothing, which is highly deformable and compressible. The blue-marked container is a large bucket. Given that clothes can be easily folded and stuffed, the pile shown can comfortably fit within the volume of the bucket.",True
B-angle-image8.jpg,A01,"The marked incline refers to the lean of the board relative to the horizontal ground. Based on visual estimation, the board is leaning steeply, close to vertical but slightly tilted away from the wall. The angle with the floor is slightly less than 90 degrees.",81.0
P-fit-image27-pov2_blur_high.jpg,F06,"The red-marked objects are a pair of shoes, and the blue-marked container appears to be a bag or a storage area large enough to accommodate them, especially when placed inside side-by-side or sequentially.",True
V-weight-image38.jpg,W01,"The object is a standard household aluminum step ladder with approximately 5 steps. Typically, such ladders weigh between 5,000 and 8,000 grams depending on the exact material thickness and size. A mid-range estimate for a common model is around 6,000 grams.",6000.0
M-angle-image1.jpg,A03,"The angle between the seat and the backrest of the bench appears to be slightly obtuse. A vertical backrest would form roughly a 90-degree angle with a horizontal seat; however, the backrest is tilted backward and the seat appears fairly flat. Estimating from the image, the angle is roughly between 100 and 115 degrees.",110.0
P-weight-image39_blur_low.jpg,W01,"The red-marked object is a single white foam slide (similar to Crocs material). These items are typically made of lightweight EVA foam, which normally weighs between 150 and 250 grams per shoe for an adult size.",180.0
B-angle-image3.jpg,A01,"The marked angle is between the leg of the metal object and the horizontal ground. Visually, the angle is greater than 45 degrees, as the vertical rise looks greater than the horizontal run from the base. It appears to be approximately 55 to 60 degrees.",55.0
P-stability-image10.jpg,S03,"The sliding of an object on an inclined plane depends on the coefficient of static friction (mu). Typical objects like wood or plastic on this type of board usually have a static friction coefficient between 0.3 and 0.7. The critical angle for sliding is arctan(mu). For common household/educational materials, this angle typically falls in the range of 20 to 40 degrees. Assuming a typical value of around 0.6 for friction, an angle of roughly 31 degrees would be reasonable.",30.0
V-fit-image75.jpg,F01,"Upon visual comparison, the length of the red-marked box appears to be slightly greater than the internal length of the blue-marked cardboard container, suggesting it will not fit completely inside without being placed at an awkward angle that may exceed the height constraint.",False
M-angle-image6_blur_high.jpg,A01,"The marked angle is defined by a vertical-looking line relative to a horizontal reference line. It appears slightly tilted to the left, which would suggest an angle between 85 to 95 degrees depending on which direction it is measured from. Visually, it looks almost perpendicular.",90.0
A-stability-image2_blur_med.jpg,"When the bat just falls off, how far will the bat be extending from the edge?","The point at which an object just falls off an edge is when its center of gravity is exactly over the edge. For a standard full-size cricket bat, which has an overall length of roughly 85-88 cm, the balance point (center of gravity) is typically located between 40 cm and 45 cm from the toe of the bat. Given that the red line marks the distance from the toe to the edge, this extending distance would be approximately 43 cm.",43.0
B-weight-image4.jpg,W06,"The object is a standard-sized rubber medicine ball. Typical weights for such equipment range between 2kg and 10kg. Based on its appearance and size relative to nearby objects, a standard common weight is around 4.5kg, which is 4500 grams.",4500.0
M-stability-image8_blur_high.jpg,S02,The umbrella is positioned close to the edges of the white rectangular surface. Moving it approximately 5 cm toward either the top or bottom edge (in the image's orientation) would likely push its center of mass far enough to cause it to fall.,5.0
V-angle-image59_blur_low.jpg,A03,"The marked angle is at the corner of a rectangular ottoman, where two perpendicular sides meet. Typically, these are constructed at right angles.",90.0
